Timestamp,Subsystem,Direction,Device,IP Address,Message
"2026-06-26T14:08:03Z","SNMP STP","COMMAND","26 Port Spare","192.168.16.72","WALK 1.3.6.1.2.1.17.7.1.2.1.1.2 • MSTP CIST port state"
"2026-06-26T14:08:04Z","SNMP STP","OUTPUT","26 Port Spare","192.168.16.72","MSTP port states: 1=31 10=0 20=0 30=0 40=0 50=0 60=0 70=0 80=0 110=0 | Blocking: []"
"2026-06-26T14:08:04Z","SNMP STP","OUTPUT","26 Port Spare","192.168.16.72","MSTP CIST root port scalar = 2 (0 = this switch is root bridge)"
"2026-06-26T14:08:04Z","SNMP STP","COMMAND","26 Port Spare","192.168.16.72","GET 1.3.6.1.2.1.17.2.5.0 • dot1dStpDesignatedRoot"
"2026-06-26T14:08:04Z","SNMP STP","OUTPUT","26 Port Spare","192.168.16.72","dot1dStpDesignatedRoot = {length = 0, bytes = 0x}"
"2026-06-26T14:08:04Z","SNMP STP","COMMAND","26 Port Spare","192.168.16.72","GET 1.3.6.1.2.1.17.2.7.0 • dot1dStpRootPort"
"2026-06-26T14:08:04Z","SNMP STP","OUTPUT","26 Port Spare","192.168.16.72","dot1dStpRootPort = {length = 0, bytes = 0x}"
"2026-06-26T14:08:04Z","SNMP STP","COMMAND","26 Port Spare","192.168.16.72","WALK 1.3.6.1.2.1.17.2.15.1.3 • dot1dStpPortState"
"2026-06-26T14:08:04Z","SNMP STP","OUTPUT","26 Port Spare","192.168.16.72","Port states: none returned"
"2026-06-26T14:08:04Z","SNMP STP","COMMAND","Centre2 Primary","192.168.17.145","WALK 1.3.6.1.2.1.17.7.1.2.1.1.2 • MSTP CIST port state"
"2026-06-26T14:08:05Z","SNMP STP","COMMAND","SL Sub_Fill Primary","192.168.16.185","WALK 1.3.6.1.2.1.17.7.1.2.1.1.2 • MSTP CIST port state"
"2026-06-26T14:08:05Z","SNMP STP","COMMAND","Delay 2A Primary","192.168.16.65","WALK 1.3.6.1.2.1.17.7.1.2.1.1.2 • MSTP CIST port state"
"2026-06-26T14:08:05Z","SNMP STP","OUTPUT","Centre2 Primary","192.168.17.145","MSTP port states: 1=31 2=1 10=1 20=1 30=1 40=0 50=116 60=1 70=1 80=1 110=14 | Blocking: [2, 10, 20, 30, 60, 70, 80]"
